A-Checking,692,59.283236994219656,106.27745664739885,15.568164750018479,30.00680867639479
A-Moving,496,87.82459677419355,127.01411290322581,32.504272049229336,36.20129935540313
A-Preparing,101,63.386138613861384,93.07920792079207,18.873193466510926,26.11083882840813
A-Sitting,57,45.578947368421055,63.26315789473684,4.797467783902334,15.953360000039451
A-Standing,568,60.600352112676056,112.22183098591549,15.76434512882806,28.28035105514819
A-Taking-Dropping,123,64.92682926829268,104.98373983739837,16.699238448001406,25.045319488679695
A-Transporting,27,86.0,133.88888888888889,28.90469652982853,40.5812703863844
C-Compacting,115,64.40869565217392,122.0695652173913,14.72052435985592,25.776875966524194
C-Leveling,33,50.24242424242424,92.60606060606061,7.2154308677928,10.823485670380544
C-Placing,97,58.92783505154639,112.16494845360825,13.803665599136774,20.65458707564458
C-Transporting,38,62.1578947368421,95.8157894736842,15.08663806815309,24.816012724340432
F-Machining,36,58.52777777777778,100.75,14.911751724937375,21.152061890563346
F-Placing-Fixing,83,67.32530120481928,84.18072289156626,18.139425499155042,17.89739469383255
F-Transporting,53,95.86792452830188,119.47169811320755,40.836553056100826,30.043744065841228
R-Machining,21,48.857142857142854,84.33333333333333,7.119963311072636,8.265437696665575
R-Placing-Fixing,300,59.75,82.72,17.404237989639192,29.17970070671276
R-Transporting,64,74.359375,117.03125,21.57281795708143,28.74889603858729

vid,k,act_feature_level,segments,tracklets,edges
VID_20160427_101151,1,0,44,390,390
VID_20160427_101151,1,1,44,390,390
VID_20160427_101151,1,2,44,390,390
VID_20160427_101151,2,0,44,390,780
VID_20160427_101151,2,1,44,390,780
VID_20160427_101151,2,2,44,390,780
VID_20160427_101151,3,0,44,390,1170
VID_20160427_101151,3,1,44,390,1170
VID_20160427_101151,3,2,44,390,1170
VID_20160427_101151,4,0,44,390,1556
VID_20160427_101151,4,1,44,390,1556
VID_20160427_101151,4,2,44,390,1556
VID_20160427_101151,5,0,44,390,1942
VID_20160427_101151,5,1,44,390,1942
VID_20160427_101151,5,2,44,390,1942
VID_20160427_101151,6,0,44,390,2298
VID_20160427_101151,6,1,44,390,2298
VID_20160427_101151,6,2,44,390,2298
VID_20160427_101151,7,0,44,390,2633
VID_20160427_101151,7,1,44,390,2633
VID_20160427_101151,7,2,44,390,2633
VID_20160427_101151,8,0,44,390,2936
VID_20160427_101151,8,1,44,390,2936
VID_20160427_101151,8,2,44,390,2936
VID_20160427_101151,9,0,44,390,3149
VID_20160427_101151,9,1,44,390,3149
VID_20160427_101151,9,2,44,390,3149
VID_20160427_101151,100,0,44,390,3182
VID_20160427_101151,100,1,44,390,3182
VID_20160427_101151,100,2,44,390,3182
VID_20160428_094818,1,0,50,575,575
VID_20160428_094818,1,1,50,575,575
VID_20160428_094818,1,2,50,575,575
VID_20160428_094818,2,0,50,575,1150
VID_20160428_094818,2,1,50,575,1150
VID_20160428_094818,2,2,50,575,1150
VID_20160428_094818,3,0,50,575,1722
VID_20160428_094818,3,1,50,575,1722
VID_20160428_094818,3,2,50,575,1722
VID_20160428_094818,4,0,50,575,2294
VID_20160428_094818,4,1,50,575,2294
VID_20160428_094818,4,2,50,575,2294
VID_20160428_094818,5,0,50,575,2861
VID_20160428_094818,5,1,50,575,2861
VID_20160428_094818,5,2,50,575,2861
VID_20160428_094818,6,0,50,575,3416
VID_20160428_094818,6,1,50,575,3416
VID_20160428_094818,6,2,50,575,3416
VID_20160428_094818,7,0,50,575,3964
VID_20160428_094818,7,1,50,575,3964
VID_20160428_094818,7,2,50,575,3964
VID_20160428_094818,8,0,50,575,4504
VID_20160428_094818,8,1,50,575,4504
VID_20160428_094818,8,2,50,575,4504
VID_20160428_094818,9,0,50,575,4999
VID_20160428_094818,9,1,50,575,4999
VID_20160428_094818,9,2,50,575,4999
VID_20160428_094818,100,0,50,575,6472
VID_20160428_094818,100,1,50,575,6472
VID_20160428_094818,100,2,50,575,6472
VID_20160505_100959,1,0,55,1133,1133
VID_20160505_100959,1,1,55,1133,1133
VID_20160505_100959,1,2,55,1133,1133
VID_20160505_100959,2,0,55,1133,2266
VID_20160505_100959,2,1,55,1133,2266
VID_20160505_100959,2,2,55,1133,2266
VID_20160505_100959,3,0,55,1133,3399
VID_20160505_100959,3,1,55,1133,3399
VID_20160505_100959,3,2,55,1133,3399
VID_20160505_100959,4,0,55,1133,4532
VID_20160505_100959,4,1,55,1133,4532
VID_20160505_100959,4,2,55,1133,4532
VID_20160505_100959,5,0,55,1133,5665
VID_20160505_100959,5,1,55,1133,5665
VID_20160505_100959,5,2,55,1133,5665
VID_20160505_100959,6,0,55,1133,6798
VID_20160505_100959,6,1,55,1133,6798
VID_20160505_100959,6,2,55,1133,6798
VID_20160505_100959,7,0,55,1133,7931
VID_20160505_100959,7,1,55,1133,7931
VID_20160505_100959,7,2,55,1133,7931
VID_20160505_100959,8,0,55,1133,9056
VID_20160505_100959,8,1,55,1133,9056
VID_20160505_100959,8,2,55,1133,9056
VID_20160505_100959,9,0,55,1133,10172
VID_20160505_100959,9,1,55,1133,10172
VID_20160505_100959,9,2,55,1133,10172
VID_20160505_100959,100,0,55,1133,23176
VID_20160505_100959,100,1,55,1133,23176
VID_20160505_100959,100,2,55,1133,23176
ch05_20171209092751_a,1,0,91,806,806
ch05_20171209092751_a,1,1,91,806,806
ch05_20171209092751_a,1,2,91,806,806
ch05_20171209092751_a,2,0,91,806,1612
ch05_20171209092751_a,2,1,91,806,1612
ch05_20171209092751_a,2,2,91,806,1612
ch05_20171209092751_a,3,0,91,806,2409
ch05_20171209092751_a,3,1,91,806,2409
ch05_20171209092751_a,3,2,91,806,2409
ch05_20171209092751_a,4,0,91,806,3206
ch05_20171209092751_a,4,1,91,806,3206
ch05_20171209092751_a,4,2,91,806,3206
ch05_20171209092751_a,5,0,91,806,3978
ch05_20171209092751_a,5,1,91,806,3978
ch05_20171209092751_a,5,2,91,806,3978
ch05_20171209092751_a,6,0,91,806,4714
ch05_20171209092751_a,6,1,91,806,4714
ch05_20171209092751_a,6,2,91,806,4714
ch05_20171209092751_a,7,0,91,806,5373
ch05_20171209092751_a,7,1,91,806,5373
ch05_20171209092751_a,7,2,91,806,5373
ch05_20171209092751_a,8,0,91,806,5896
ch05_20171209092751_a,8,1,91,806,5896
ch05_20171209092751_a,8,2,91,806,5896
ch05_20171209092751_a,9,0,91,806,6302
ch05_20171209092751_a,9,1,91,806,6302
ch05_20171209092751_a,9,2,91,806,6302
ch05_20171209092751_a,100,0,91,806,6888
ch05_20171209092751_a,100,1,91,806,6888
ch05_20171209092751_a,100,2,91,806,6888
